2;8.7E+22;Tue May 30 18:30:27 +0000 2017;@carl_mohad @celineviena @Estadao @jdoriajr Muita, né?  Vocês são muito mlks mesmo.;123015325;Celso Leite;Celso_Leite;2001;Brasília;pt
1;8.7E+22;Tue May 30 18:30:45 +0000 2017;RT @Rede45: Prefeito de São Paulo @jdoriajr vai reforçar blitz contra ruído com mais 219 novos fiscais. https://t.co/C1wWnuFQce;249404850;PSDB Pinheiros - SP;PSDBpinheiros;1808;Bairro de Pinheiros/SP.;pt
2;8.7E+22;Tue May 30 18:30:57 +0000 2017;@dilmabr Às vezes honestidade cega é um desserviço e uma prova irrefutável de burrice.;17140789;SeoCruz?;SeoCruz;5208;The Pequod;pt
2;8.7E+22;Tue May 30 18:32:44 +0000 2017;RT @_PatriciaPillar: Até quando esse presidente ilegítimo vai usar o cargo pra fazer tudo o que quer para defender a si próprio e seus comp…;67653405;Cássia Carauta;CassiaAlbuquerq;119;;pt
1;8.7E+22;Tue May 30 18:33:04 +0000 2017;@jdoriajr vai limpar SP com tolerância zero ao tráfico e as drogas, principalmente o crack. É questão humanitária i… https://t.co/bJZFcdRXrO;8.11E+22;Rolex Cubano ?;RolexCubano;383;Brasil;pt
2;8.7E+22;Tue May 30 18:33:12 +0000 2017;RT @JuMagalhaesBH: @Estadao @jdoriajr o presidente da CUT dizer que vai MATAR o Sergio Moro tá de boas, né?;2538626598;Pereira.;_sccpalisson;729;11;pt
2;8.7E+22;Tue May 30 18:34:31 +0000 2017;@fabion4v4 @celineviena @Estadao @jdoriajr Jogada de mestre é de Temer que deve ter colocado jagunços lá, criminali… https://t.co/O8ETgA9kGM;123015325;Celso Leite;Celso_Leite;2001;Brasília;pt
1;8.7E+22;Tue May 30 18:34:45 +0000 2017;@geraldoalckmin_ @drauziovarella @Prog_recomeco Que Legal!!!!!;225236575;Bruna maria Euzebio;brunamariadnc;360;Atibaia-SP;pt
2;8.7E+22;Tue May 30 18:50:11 +0000 2017;RT @GeorgMarques: Um governo em crise convulsiva. Investigado no STF, Fachin autoriza que @MichelTemer seja interrogado no inquérito da JBS.;24734858;Edinho;EdersonRocha;498;Onipresente;pt
1;8.7E+22;Tue May 30 18:50:43 +0000 2017;@fabion4v4 @celineviena @Estadao @jdoriajr Maior crescimento histórico do PIB com a melhor coeficiente de Gini da história do Brasil?;123015325;Celso Leite;Celso_Leite;2001;Brasília;pt
1;8.7E+22;Tue May 30 18:51:34 +0000 2017;@jc_pe @jairbolsonaro Ele tá em qual lista de corrupção? Nenhuma.;7.91E+22;Alani Almeida;alanialmeidaPE;34;Recife, Brasil;pt
2;8.7E+22;Tue May 30 18:57:42 +0000 2017;@MichelTemer Pau que bate em chico não bate em Francisco? Se um ministro virasse réu, seria demitido. E o senhor vi… https://t.co/6DCTCkiP6j;8.58E+22;Jalles Provazio;JallesProvazio;288; Goiânia;pt
1;8.7E+22;Tue May 30 18:57:46 +0000 2017;@jdoriajr Quem não quiser pode ir embora ou cruzar os braços. Temos muito o que fazer por aqui. Parabéns pelo evento.;456177072;Roni Leme;ronileme;72;Uberlândia-MG;pt
2;8.7E+22;Tue May 30 18:58:01 +0000 2017;RT @EltonApollo: É óbvo que @MichelTemer colocará na PGR alguém mine a Lava Jato. Não há a menor dúvida, além de corrupto, Temer é e… ;3373232345;Célia Renita Pfau;CeliaPfau;1560;Blumenau, Brasil;pt
2;8.7E+22;Tue May 30 18:59:14 +0000 2017;@MichelTemer não adianta tentar deter a LJ. Voce vai ter que se explicar `a própria PF https://t.co/CNEqnRCOg4;67467576;Brasil Invertido;GuilDore27;2712;Rio de Janeiro;pt
2;8.7E+22;Tue May 30 18:59:20 +0000 2017;@JotaInfo Agora só falta outro ministro do @STF_oficial anular a delação da JBS e td fica de boa no mundo tucano e… https://t.co/P1glLaoJLR;2989537677;O Leão da esquerda;leaodaesquerda;959;;pt
1;8.7E+22;Tue May 30 18:59:33 +0000 2017;RT @CrisMenshova: @jc_pe @jairbolsonaro Quero ver qual candidato pode transitar tranquilo pelas ruas do país. Poucos não gostam dele,… ;61544167;Anti Foro de SP;BMCoutinho;477;;pt
2;8.7E+21;Tue May 30 19:00:39 +0000 2017;@radiobandnewsfm Solicite as FA senhor Presidente @MichelTemer o povo apoiará a democracia;8.67E+22;Cara de Pau-Brasil;Mike2Z2;1;;pt
